session,avg_hr,min_hr,max_hr,rest_hr,avg_hr_pct,min_hr_pct,max_hr_pct,training_load,training_intensity,sdnn,rmssd,pnn50,epoc_total,epoc_peak,ee_men,vo2,vo2_max,movement_load,movement_load_intensity,session_type,session_hour,session_quality,recovery_beats,zone_0_d,zone_0_pct,zone_1_d,zone_1_pct,zone_2_d,zone_2_pct,zone_3_d,zone_3_pct,zone_4_d,zone_4_pct,zone_5_d,zone_5_pct,acute_load,chronic_load,acwr
20250216_235301,70.86,57.49,86.31,57.49,33.74,27.37,41.1,91.233,1.091,116.76,72.83,28.63,17.774,0.817,0.64,12.53,22.97,1131.8,13.54,Training,23,100.0,13.6,2853000,56.84,621000,12.37,468000,9.32,345000,6.87,294000,5.86,438000,8.73,91.233,91.233,1.0
20250217_115335,111.92,81.81,152.27,81.81,53.3,38.96,72.51,116.766,1.11,114.36,46.86,7.32,24.956,0.89,5.91,14.17,28.48,3184.96,30.29,Training,11,100.0,71.8,4158000,65.87,222000,3.52,240000,3.8,375000,5.94,450000,7.13,867000,13.74,116.766,72.57,1.609
20250217_235407,66.26,50.23,84.58,50.23,31.55,23.92,40.28,72.57,1.101,161.17,95.55,35.55,14.894,0.961,0.53,13.89,25.76,1063.09,16.14,Training,23,100.0,29.2,2166000,54.78,468000,11.84,423000,10.7,363000,9.18,195000,4.93,339000,8.57,116.766,72.57,1.609
20250218_113055,89.68,60.0,120.01,60.0,42.7,28.57,57.15,107.927,1.253,162.59,64.82,17.4,23.64,0.814,2.62,16.91,30.6,2572.4,29.88,Training,11,100.0,44.9,2691000,52.06,501000,9.69,459000,8.88,429000,8.3,507000,9.81,582000,11.26,107.927,69.887,1.544
20250218_235727,70.8,55.07,91.32,55.07,33.71,26.22,43.48,69.887,0.959,142.27,82.89,27.61,14.245,0.92,0.75,12.99,25.37,1159.96,15.92,Training,23,100.0,29.1,2898000,66.26,366000,8.37,318000,7.27,222000,5.08,249000,5.69,321000,7.34,107.927,69.887,1.544
20250219_110447,91.87,65.53,148.62,65.53,43.75,31.21,70.77,85.324,0.62,147.04,40.53,9.95,20.554,1.103,2.82,13.39,34.7,3647.49,26.5,Training,11,100.0,66.4,6981000,84.5,330000,3.99,210000,2.54,114000,1.38,117000,1.42,510000,6.17,85.324,85.324,1.0
20250220_112227,110.59,81.14,156.91,81.14,52.66,38.64,74.72,116.93,0.895,106.76,25.04,2.68,25.929,0.924,5.55,13.64,29.59,3872.52,29.65,Training,11,100.0,65.1,5652000,72.1,516000,6.58,324000,4.13,306000,3.9,273000,3.48,768000,9.8,116.93,86.884,1.346
20250220_234733,82.14,61.59,115.94,61.59,39.12,29.33,55.21,86.884,0.827,140.84,58.92,16.24,18.898,1.054,1.69,13.07,28.8,2176.2,20.74,Training,23,100.0,42.1,4548000,72.19,513000,8.14,294000,4.67,255000,4.05,180000,2.86,510000,8.1,116.93,86.884,1.346
20250221_114024,123.2,92.87,171.21,92.87,58.67,44.23,81.53,70.57,0.984,102.49,38.73,5.65,15.669,0.917,7.58,13.06,28.2,2189.65,30.54,Training,11,100.0,68.1,2850000,66.2,255000,5.92,201000,4.67,267000,6.2,267000,6.2,465000,10.8,70.57,70.57,1.0
20250222_000524,74.61,61.11,91.04,61.11,35.53,29.1,43.35,86.935,1.06,106.82,64.32,25.65,17.071,0.802,0.83,12.21,22.79,1114.95,13.6,Training,0,100.0,-0.7,2901000,58.93,504000,10.24,477000,9.69,312000,6.34,306000,6.22,423000,8.59,86.935,86.935,1.0
20250223_234207,87.95,59.96,115.52,59.96,41.88,28.55,55.01,111.383,1.22,150.32,52.68,16.16,25.748,1.06,2.24,16.59,29.48,2568.43,28.15,Training,23,100.0,26.9,2724000,49.73,852000,15.55,552000,10.08,399000,7.28,375000,6.85,576000,10.51,111.383,111.383,1.0
20250224_104238,109.83,81.31,151.42,81.31,52.3,38.72,72.11,172.269,0.87,103.57,30.92,4.62,39.29,1.045,5.47,13.67,28.49,5699.6,28.79,Training,10,100.0,39.2,7956000,66.95,1533000,12.9,762000,6.41,525000,4.42,300000,2.52,807000,6.79,172.269,96.462,1.786
20250224_233113,86.04,58.29,128.48,58.29,40.97,27.76,61.18,96.462,0.865,163.8,53.21,15.6,22.42,1.095,2.29,15.45,33.72,3106.45,27.86,Training,23,100.0,55.4,4941000,73.82,441000,6.59,261000,3.9,258000,3.85,240000,3.59,552000,8.25,172.269,96.462,1.786
20250225_111049,99.28,74.29,136.42,74.29,47.27,35.38,64.96,144.969,0.892,115.21,45.19,9.57,30.852,1.011,3.75,13.39,28.1,4093.59,25.19,Training,11,100.0,39.5,6666000,68.35,900000,9.23,579000,5.94,501000,5.14,348000,3.57,759000,7.78,144.969,144.969,1.0
20250226_022618,99.96,80.39,131.99,80.39,47.6,38.28,62.85,69.991,0.858,92.11,33.04,6.42,14.598,1.004,3.7,11.7,25.12,1610.42,19.76,Training,2,100.0,47.1,3495000,71.43,312000,6.38,228000,4.66,276000,5.64,201000,4.11,381000,7.79,201.188,201.188,1.0
20250226_104121,102.5,75.39,146.16,75.39,48.81,35.9,69.6,131.197,0.803,114.66,38.43,6.78,29.752,1.045,4.23,13.52,29.66,4460.15,27.3,Training,10,100.0,30.2,7191000,73.35,912000,9.3,492000,5.02,339000,3.46,213000,2.17,657000,6.7,201.188,201.188,1.0
20250227_105029,89.43,69.95,117.81,69.95,42.58,33.31,56.1,87.853,0.944,110.69,49.11,13.03,19.342,0.989,2.28,12.56,25.77,1826.71,19.64,Training,10,100.0,54.3,3765000,67.44,453000,8.11,363000,6.5,231000,4.14,228000,4.08,543000,9.73,87.853,87.853,1.0
20250228_021612,81.94,64.7,107.65,64.7,39.02,30.81,51.26,79.854,0.841,117.61,73.37,21.96,15.963,0.807,1.44,12.31,25.46,1650.79,17.4,Training,2,100.0,44.7,3933000,69.07,642000,11.28,408000,7.17,222000,3.9,102000,1.79,387000,6.8,160.713,80.341,2.0
20250228_104057,89.59,67.56,135.28,67.56,42.66,32.17,64.42,80.859,0.635,128.12,43.99,12.66,17.577,0.968,2.46,12.33,30.64,2820.67,22.15,Training,10,100.0,45.8,6315000,82.61,411000,5.38,195000,2.55,168000,2.2,111000,1.45,444000,5.81,160.713,80.341,2.0
20250228_233018,111.61,79.17,156.17,79.17,53.15,37.7,74.37,80.341,0.926,102.33,23.97,2.64,18.58,1.066,5.68,14.74,30.18,2833.71,32.67,Training,23,100.0,58.6,3873000,74.37,273000,5.24,183000,3.51,219000,4.21,183000,3.51,477000,9.16,160.713,80.341,2.0
20250302_233423,84.74,53.66,129.82,53.66,40.35,25.55,61.82,47.878,0.878,187.19,66.95,22.59,11.387,1.111,2.24,17.18,37.02,1704.62,31.19,Training,23,99.8,52.6,2406000,73.31,204000,6.22,177000,5.39,114000,3.47,126000,3.84,255000,7.77,47.878,47.878,1.0
20250303_111011,117.6,82.52,159.69,82.52,56.0,39.29,76.04,207.343,1.022,100.31,28.13,3.4,48.655,1.035,6.89,15.37,29.61,7166.29,35.32,Training,11,100.0,45.8,7740000,63.56,1311000,10.77,966000,7.93,528000,4.34,648000,5.32,984000,8.08,207.343,207.343,1.0
20250304_025848,81.8,65.82,104.09,65.82,38.95,31.34,49.57,56.443,0.913,100.59,53.27,15.52,11.315,0.71,1.34,12.14,24.2,993.62,16.09,Training,2,100.0,20.8,2547000,68.69,357000,9.63,234000,6.31,132000,3.56,141000,3.8,297000,8.01,192.388,91.047,2.113
20250304_110855,85.78,63.46,119.33,63.46,40.85,30.22,56.82,135.945,0.899,137.23,58.38,18.75,28.511,0.935,2.04,13.6,28.77,3402.53,22.5,Training,11,100.0,41.2,6474000,71.32,552000,6.08,522000,5.75,363000,4.0,369000,4.06,798000,8.79,192.388,91.047,2.113
20250304_235030,94.77,74.84,123.74,74.84,45.13,35.64,58.93,91.047,0.951,102.03,43.23,8.77,19.195,0.976,2.95,12.38,25.3,1936.08,20.23,Training,23,100.0,41.4,3924000,68.3,399000,6.95,303000,5.27,303000,5.27,282000,4.91,534000,9.3,192.388,91.047,2.113
20250305_112315,110.78,81.47,146.3,81.47,52.75,38.79,69.67,174.897,0.98,96.6,27.41,3.47,39.788,1.043,5.59,14.34,27.48,5269.91,29.52,Training,11,100.0,34.5,6639000,61.97,1440000,13.44,795000,7.42,741000,6.92,327000,3.05,771000,7.2,174.897,174.897,1.0
20250306_121908,85.74,65.28,106.41,65.28,40.83,31.09,50.67,36.264,1.197,114.91,73.15,18.51,7.597,0.935,1.77,14.16,24.94,624.44,20.64,Training,12,100.0,29.6,969000,53.3,186000,10.23,213000,11.72,132000,7.26,132000,7.26,186000,10.23,130.111,130.111,1.0
20250306_234457,83.63,65.07,111.79,65.07,39.82,30.99,53.24,93.847,0.854,119.41,62.5,18.9,19.004,1.026,1.66,12.55,26.28,2053.49,18.69,Training,23,100.0,36.7,4692000,71.16,540000,8.19,399000,6.05,276000,4.19,195000,2.96,492000,7.46,130.111,130.111,1.0
20250307_110928,99.95,76.04,145.55,76.04,47.6,36.21,69.31,83.67,0.691,109.94,46.29,9.55,18.147,1.048,3.73,12.37,29.29,2924.06,24.07,Training,11,99.7,60.1,5853000,80.26,441000,6.05,225000,3.09,186000,2.55,123000,1.69,465000,6.38,83.67,115.551,0.724
20250307_235753,116.28,91.5,152.42,91.5,55.37,43.57,72.58,115.551,0.941,81.33,21.26,2.32,25.365,1.027,6.58,12.44,25.49,3067.37,24.96,Training,23,99.9,38.6,4938000,66.94,645000,8.74,417000,5.65,309000,4.19,408000,5.53,660000,8.95,83.67,115.551,0.724
20250309_234303,87.28,66.84,116.16,66.84,41.56,31.83,55.32,97.877,0.925,116.54,42.2,11.63,20.253,0.936,2.05,13.07,26.59,2170.5,20.48,Training,23,99.8,36.3,4320000,67.89,483000,7.59,429000,6.74,378000,5.94,279000,4.38,474000,7.45,97.877,97.877,1.0
20250310_110532,109.56,81.2,144.92,81.2,52.17,38.67,69.01,236.552,0.961,94.54,26.51,3.32,55.792,1.042,5.35,14.1,27.31,7026.07,28.34,Training,11,99.3,1.8,9411000,63.08,1854000,12.43,1260000,8.45,780000,5.23,480000,3.22,1134000,7.6,236.552,236.552,1.0
20250311_024030,76.41,63.0,100.72,63.0,36.38,30.0,47.96,57.501,0.746,110.86,56.07,20.57,11.039,0.974,1.01,10.95,24.46,1041.71,13.51,Training,2,99.9,27.4,3519000,76.02,327000,7.06,225000,4.86,126000,2.72,96000,2.07,336000,7.26,129.637,93.678,1.384
20250311_115800,97.12,78.27,127.49,78.27,46.25,37.27,60.71,72.136,0.894,97.37,43.17,7.19,13.492,0.8,3.29,11.7,24.92,1533.07,19.02,Training,11,100.0,50.5,3321000,68.63,351000,7.25,252000,5.21,291000,6.01,213000,4.4,411000,8.49,129.637,93.678,1.384
20250311_235120,105.29,84.4,138.17,84.4,50.14,40.19,65.79,93.678,0.869,84.97,29.61,4.99,19.623,0.927,4.55,11.87,25.05,2276.84,21.05,Training,23,99.7,37.1,4575000,70.47,423000,6.52,390000,6.01,312000,4.81,276000,4.25,516000,7.95,129.637,93.678,1.384
20250312_111535,100.84,75.01,140.2,75.01,48.02,35.72,66.76,153.445,0.78,106.32,30.47,4.68,35.058,1.053,3.82,13.44,28.6,5125.78,26.0,Training,11,99.8,53.6,8475000,71.63,1692000,14.3,555000,4.69,252000,2.13,147000,1.24,711000,6.01,153.445,153.445,1.0
20250313_111900,87.91,71.51,112.43,71.51,41.86,34.05,53.54,70.119,0.883,95.15,40.05,5.83,14.444,0.967,1.97,11.74,24.05,1311.64,16.53,Training,11,100.0,35.8,3282000,68.89,414000,8.69,315000,6.61,210000,4.41,174000,3.65,369000,7.75,70.119,70.119,1.0
20250314_044054,88.48,70.87,116.18,70.87,42.14,33.75,55.33,64.399,0.912,109.48,43.94,8.67,12.851,0.954,2.16,11.89,25.08,1249.11,17.67,Training,4,99.9,31.6,2859000,67.35,327000,7.7,303000,7.14,201000,4.73,177000,4.17,378000,8.9,166.462,166.462,1.0
20250314_111815,105.97,79.74,151.83,79.74,50.46,37.97,72.3,102.063,0.861,112.28,38.28,5.86,20.591,0.814,4.82,12.82,29.13,3127.67,26.37,Training,11,100.0,49.7,5358000,75.26,306000,4.3,192000,2.7,225000,3.16,318000,4.47,720000,10.11,166.462,166.462,1.0
20250315_000241,104.3,72.77,142.19,72.77,49.67,34.65,67.71,98.814,0.975,111.49,35.19,4.72,23.589,1.054,4.48,15.49,29.89,3221.41,31.82,Training,0,100.0,42.6,3777000,62.14,951000,15.65,522000,8.59,168000,2.76,204000,3.36,456000,7.5,98.814,98.814,1.0
20250316_235300,77.58,64.2,99.37,64.2,36.94,30.57,47.32,84.802,0.828,106.67,56.13,19.19,15.945,0.718,1.07,11.18,23.68,1384.13,13.46,Training,23,99.6,11.0,4503000,72.93,507000,8.21,252000,4.08,192000,3.11,216000,3.5,504000,8.16,84.802,84.802,1.0
